timestamp,open,high,low,close,volume
2024-01-01T08:00:00Z,144.888572,146.307610,144.453906,145.870000,1000.00
2024-01-01T08:01:00Z,145.000000,146.496768,144.565000,146.058593,1003.00
2024-01-01T08:02:00Z,145.111428,146.666694,144.676094,146.228010,1006.00
2024-01-01T08:03:00Z,145.222198,146.816305,144.786531,146.377173,1009.00
2024-01-01T08:04:00Z,145.331653,146.944892,144.895658,146.505376,1012.00
2024-01-01T08:05:00Z,145.439147,147.052118,145.002830,146.612281,1015.00
2024-01-01T08:06:00Z,145.544044,147.138000,145.107412,146.697907,1018.00
2024-01-01T08:07:00Z,145.645723,147.202899,145.208786,146.762611,1021.00
2024-01-01T08:08:00Z,145.743583,147.247484,145.306352,146.807063,1024.00
2024-01-01T08:09:00Z,145.837045,147.272714,145.399534,146.832217,1027.00
2024-01-01T08:10:00Z,145.925557,147.279793,145.487780,146.839275,1030.00
2024-01-01T08:11:00Z,146.008595,147.270138,145.570569,146.829649,1033.00
2024-01-01T08:12:00Z,146.085668,147.245334,145.647411,146.804919,1036.00
2024-01-01T08:13:00Z,146.156320,147.207091,145.717851,146.766790,1039.00
2024-01-01T08:14:00Z,146.220133,147.157198,145.781473,146.717046,1042.00
2024-01-01T08:15:00Z,146.276730,147.097481,145.837900,146.657508,1045.00
2024-01-01T08:16:00Z,146.325776,147.029756,145.886799,146.589987,1048.00
2024-01-01T08:17:00Z,146.366981,146.955792,145.927880,146.516243,1051.00
2024-01-01T08:18:00Z,146.400102,146.877263,145.960901,146.437950,1054.00
2024-01-01T08:19:00Z,146.424942,146.864216,145.917583,146.356653,1057.00
2024-01-01T08:20:00Z,146.441354,146.880678,145.834923,146.273744,1060.00
2024-01-01T08:21:00Z,146.449242,146.888590,145.751861,146.190432,1063.00
2024-01-01T08:22:00Z,146.448559,146.887905,145.669399,146.107723,1066.00
2024-01-01T08:23:00Z,146.439309,146.878626,145.588325,146.026405,1069.00
2024-01-01T08:24:00Z,146.421546,146.860810,145.509199,145.947040,1072.00
