timestamp,open,high,low,close,volume
2024-01-01T08:00:00Z,64950.049295,65586.170000,64755.199147,65390.000000,1000.00
2024-01-01T08:01:00Z,65000.000000,65670.965121,64805.000000,65474.541497,1003.00
2024-01-01T08:02:00Z,65049.950705,65747.138720,64854.800853,65550.487258,1006.00
2024-01-01T08:03:00Z,65099.605989,65814.205532,64904.307171,65617.353472,1009.00
2024-01-01T08:04:00Z,65148.672180,65871.848143,64953.226163,65674.823672,1012.00
2024-01-01T08:05:00Z,65196.859087,65919.914784,65001.268509,65722.746544,1015.00
2024-01-01T08:06:00Z,65243.881721,65958.413981,65048.150076,65761.130589,1018.00
2024-01-01T08:07:00Z,65289.461980,65987.506225,65093.593594,65790.135817,1021.00
2024-01-01T08:08:00Z,65333.330291,66007.492896,65137.330300,65810.062708,1024.00
2024-01-01T08:09:00Z,65375.227205,66018.802741,65179.101523,65821.338725,1027.00
2024-01-01T08:10:00Z,65414.904935,66021.976234,65218.660220,65824.502726,1030.00
2024-01-01T08:11:00Z,65452.128816,66017.648198,65255.772429,65820.187635,1033.00
2024-01-01T08:12:00Z,65486.678698,66006.529093,65290.218662,65809.101787,1036.00
2024-01-01T08:13:00Z,65518.350243,65989.385406,65321.795193,65792.009378,1039.00
2024-01-01T08:14:00Z,65546.956140,65967.019573,65350.315272,65769.710442,1042.00
2024-01-01T08:15:00Z,65572.327206,65940.249888,65375.610224,65743.020826,1045.00
2024-01-01T08:16:00Z,65594.313389,65909.890838,65397.530449,65712.752580,1048.00
2024-01-01T08:17:00Z,65612.784659,65876.734285,65415.946305,65679.695200,1051.00
2024-01-01T08:18:00Z,65627.631772,65841.531904,65430.748876,65644.598109,1054.00
2024-01-01T08:19:00Z,65638.766918,65835.683219,65411.330307,65608.154771,1057.00
2024-01-01T08:20:00Z,65646.124241,65843.062614,65374.275766,65570.988732,1060.00
2024-01-01T08:21:00Z,65649.660230,65846.609210,65337.040979,65533.641905,1063.00
2024-01-01T08:22:00Z,65649.353970,65846.302031,65300.075607,65496.565303,1066.00
2024-01-01T08:23:00Z,65645.207273,65842.142894,65263.732076,65460.112413,1069.00
2024-01-01T08:24:00Z,65637.244663,65834.156397,65228.261705,65424.535311,1072.00
2024-01-01T08:25:00Z,65625.513234,65822.389774,65193.813628,65389.983578,1075.00
2024-01-01T08:26:00Z,65610.082368,65806.912616,65160.436488,65356.506006,1078.00
2024-01-01T08:27:00Z,65591.043327,65787.816457,65128.082845,65324.055010,1081.00
2024-01-01T08:28:00Z,65568.508713,65765.214239,65096.616148,65292.493629,1084.00
2024-01-01T08:29:00Z,65542.611800,65739.239635,65065.820088,65261.604902,1087.00
2024-01-01T08:30:00Z,65513.505749,65710.046266,65035.410087,65231.103397,1090.00
2024-01-01T08:31:00Z,65481.362700,65677.806788,65005.046627,65200.648573,1093.00
2024-01-01T08:32:00Z,65446.372756,65642.711874,64974.350092,65169.859671,1096.00
2024-01-01T08:33:00Z,65408.742855,65604.969083,64942.916738,65138.331734,1099.00
2024-01-01T08:34:00Z,65368.695549,65564.801636,64910.335427,65105.652384,1102.00
2024-01-01T08:35:00Z,65326.467689,65522.447092,64876.204682,65071.418938,1105.00
2024-01-01T08:36:00Z,65282.309019,65478.155947,64840.149664,65035.255431,1108.00
2024-01-01T08:37:00Z,65236.480706,65432.190148,64801.838654,64996.829142,1111.00
2024-01-01T08:38:00Z,65189.253788,65384.821549,64760.998610,64955.866208,1114.00
2024-01-01T08:39:00Z,65140.907577,65336.330300,64717.429433,64912.165931,1117.00
2024-01-01T08:40:00Z,65091.728005,65287.003189,64671.016571,64865.613411,1120.00
2024-01-01T08:41:00Z,65042.005931,65237.131949,64621.741627,64816.190197,1123.00
