timestamp,open,high,low,close,volume
2024-01-01T08:00:00Z,3197.540888,3228.857600,3187.948266,3219.200000,1000.00
2024-01-01T08:01:00Z,3200.000000,3233.032129,3190.400000,3223.362043,1003.00
2024-01-01T08:02:00Z,3202.459112,3236.782214,3192.851734,3227.100911,1006.00
2024-01-01T08:03:00Z,3204.903679,3240.083965,3195.288968,3230.392786,1009.00
2024-01-01T08:04:00Z,3207.319246,3242.921755,3197.697288,3233.222088,1012.00
2024-01-01T08:05:00Z,3209.691524,3245.288112,3200.062450,3235.581368,1015.00
2024-01-01T08:06:00Z,3212.006485,3247.183458,3202.370465,3237.471044,1018.00
2024-01-01T08:07:00Z,3214.250436,3248.615691,3204.607685,3238.898994,1021.00
2024-01-01T08:08:00Z,3216.410107,3249.599650,3206.760876,3239.880010,1024.00
2024-01-01T08:09:00Z,3218.472724,3250.156443,3208.817306,3240.435137,1027.00
2024-01-01T08:10:00Z,3220.426089,3250.312676,3210.764811,3240.590903,1030.00
2024-01-01T08:11:00Z,3222.258649,3250.099604,3212.591873,3240.378468,1033.00
2024-01-01T08:12:00Z,3223.959567,3249.552201,3214.287688,3239.832703,1036.00
2024-01-01T08:13:00Z,3225.518781,3248.708205,3215.842225,3238.991231,1039.00
2024-01-01T08:14:00Z,3226.927072,3247.607117,3217.246290,3237.893437,1042.00
2024-01-01T08:15:00Z,3228.176109,3246.289225,3218.491580,3236.579487,1045.00
2024-01-01T08:16:00Z,3229.258505,3244.794626,3219.570730,3235.089358,1048.00
2024-01-01T08:17:00Z,3230.167860,3243.162303,3220.477357,3233.461918,1051.00
2024-01-01T08:18:00Z,3230.898795,3241.429263,3221.206099,3231.734061,1054.00
2024-01-01T08:19:00Z,3231.446987,3241.141328,3220.250107,3229.939927,1057.00
2024-01-01T08:20:00Z,3231.809193,3241.504621,3218.425884,3228.110214,1060.00
2024-01-01T08:21:00Z,3231.983273,3241.679223,3216.592787,3226.271601,1063.00
2024-01-01T08:22:00Z,3231.968195,3241.664100,3214.772953,3224.446292,1066.00
2024-01-01T08:23:00Z,3231.764050,3241.459342,3212.983733,3222.651688,1069.00
2024-01-01T08:24:00Z,3231.372045,3241.066161,3211.237499,3220.900200,1072.00
2024-01-01T08:25:00Z,3230.794498,3240.486881,3209.541594,3219.199192,1075.00
2024-01-01T08:26:00Z,3230.034824,3239.724929,3207.898412,3217.551065,1078.00
2024-01-01T08:27:00Z,3229.097518,3238.784810,3206.305617,3215.953477,1081.00
2024-01-01T08:28:00Z,3227.988121,3237.672086,3204.756487,3214.399686,1084.00
